Client Order ID,Instrument,Side,Quantity,Price
u015765,Lotus,1,930,143.8
u015766,Orchid,1,760,77.04
u015767,Lavender,1,730,68.17
u015768,Lavender,2,780,145.18
u015769,Rose,1,650,110.31
u015770,Rose,1,540,121.61
u015771,Orchid,1,740,90.94
u015772,Lotus,1,980,108.46
u015773,Lavender,2,200,135.26
u015774,Tulip,1,240,17.14
u015775,Rose,1,490,68.87
u015776,Orchid,2,230,56.71
u015777,Orchid,2,740,144.46
u015778,Tulip,1,730,114.29
u015779,Tulip,2,830,141.64
u015780,Orchid,1,1000,112.73
u015781,Tulip,2,130,101.01
u015782,Tulip,2,290,92.83
u015783,Tulip,1,810,88.69
u015784,Rose,1,320,94.73
u015785,Lavender,1,490,19.17
u015786,Lotus,2,1000,37.87
u015787,Rose,2,710,145.34
u015788,Lavender,1,260,82.83
u015789,Lavender,1,360,53.12
u015790,Rose,2,770,72.76
u015791,Rose,1,20,70.97
u015792,Tulip,2,520,116.51
u015793,Orchid,2,310,25.65
u015794,Lotus,1,200,69.44
u015795,Orchid,1,270,79.49
u015796,Lavender,1,910,89.41
u015797,Lotus,2,1000,136.51
u015798,Lavender,1,660,93.64
u015799,Tulip,2,330,30.22
u015800,Tulip,1,770,27.04
u015801,Rose,1,60,61.27
u015802,Orchid,1,310,76.27
u015803,Lotus,2,620,62.0
u015804,Tulip,1,940,106.89
u015805,Lavender,2,90,95.02
u015806,Rose,2,40,103.1
u015807,Rose,2,770,93.18
u015808,Lotus,1,90,100.23
u015809,Lotus,1,90,15.05
u015810,Orchid,2,340,100.07
u015811,Orchid,1,930,71.21
u015812,Lavender,2,630,58.38
u015813,Rose,1,220,41.8
u015814,Orchid,1,220,32.05
u015815,Lotus,1,780,75.1
u015816,Lotus,1,360,136.09
u015817,Rose,2,640,71.11
u015818,Lotus,1,930,82.42
u015819,Rose,1,30,117.85
u015820,Lotus,2,540,104.15
u015821,Rose,2,380,15.06
u015822,Orchid,1,440,130.03
u015823,Lavender,1,600,89.06
u015824,Lotus,1,170,36.82
u015825,Lavender,1,30,144.03
u015826,Lavender,2,410,84.7
u015827,Orchid,2,710,138.99
u015828,Orchid,1,280,134.53
u015829,Rose,1,670,126.25
u015830,Lotus,1,220,124.99
u015831,Rose,1,220,95.05
u015832,Lotus,2,540,71.81
u015833,Lavender,2,250,20.71
u015834,Lavender,1,140,92.53
u015835,Lotus,2,460,23.09
u015836,Tulip,2,50,83.97
u015837,Lavender,2,200,72.46
u015838,Rose,2,1000,22.17
u015839,Tulip,1,430,138.63
u015840,Rose,2,780,110.75
u015841,Orchid,1,440,141.75
u015842,Lotus,2,190,78.28
u015843,Lotus,2,860,23.44
u015844,Lotus,1,630,135.21
u015845,Lotus,2,670,11.8
u015846,Orchid,1,410,114.63
u015847,Rose,2,380,74.92
u015848,Lotus,1,90,53.58
u015849,Lotus,1,40,130.84
u015850,Tulip,1,990,111.0
u015851,Lotus,2,70,146.68
u015852,Orchid,2,470,128.02
u015853,Lotus,1,130,125.14
u015854,Lotus,2,240,142.09
u015855,Lotus,1,250,75.82
u015856,Tulip,2,980,31.75
u015857,Orchid,1,360,85.23
u015858,Tulip,1,360,33.75
u015859,Tulip,1,380,31.71
u015860,Tulip,1,800,30.74
u015861,Tulip,1,690,96.3
u015862,Rose,2,930,77.49
u015863,Orchid,1,640,14.06
u015864,Lavender,1,930,36.86
u015865,Lotus,1,750,21.75
u015866,Lavender,1,630,118.75
u015867,Rose,1,710,39.18
u015868,Lotus,2,430,36.43
u015869,Lavender,1,880,69.79
u015870,Lotus,2,790,142.64
u015871,Orchid,2,430,142.74
u015872,Lotus,1,830,75.19
u015873,Orchid,1,980,78.97
u015874,Rose,2,450,66.31
u015875,Tulip,1,720,146.16
u015876,Tulip,1,720,124.27
u015877,Lavender,2,620,28.79
u015878,Lavender,1,470,31.74
u015879,Orchid,2,880,13.26
u015880,Tulip,1,400,76.56
u015881,Lotus,2,940,80.77
u015882,Tulip,2,500,61.83
u015883,Rose,1,180,131.5
u015884,Lavender,1,360,27.26
u015885,Rose,1,140,45.11
u015886,Orchid,1,760,51.37
u015887,Rose,2,160,20.03
u015888,Orchid,2,890,30.73
u015889,Tulip,2,720,18.08
u015890,Lavender,2,980,30.44
u015891,Lavender,1,110,128.59
u015892,Tulip,2,850,115.25
u015893,Tulip,1,80,30.95
u015894,Lotus,2,130,91.9
u015895,Tulip,2,720,104.33
u015896,Orchid,1,990,139.7
u015897,Rose,2,150,65.86
u015898,Rose,1,170,120.68
u015899,Lotus,1,140,92.06
u015900,Orchid,1,380,115.08
u015901,Orchid,2,1000,64.58
u015902,Tulip,2,840,70.95
u015903,Rose,1,290,76.45
u015904,Orchid,1,720,44.45
u015905,Lotus,2,880,94.23
u015906,Lavender,2,140,127.26
u015907,Rose,2,570,90.73
u015908,Lavender,2,810,127.91
u015909,Rose,1,530,61.11
u015910,Orchid,2,280,65.23
u015911,Tulip,2,110,112.83
u015912,Tulip,1,640,141.59
u015913,Orchid,2,320,24.07
u015914,Lavender,2,760,79.21
u015915,Lotus,2,820,107.15
u015916,Rose,2,180,87.01
u015917,Tulip,2,50,129.84
u015918,Orchid,1,160,118.88
u015919,Rose,1,370,134.78
u015920,Tulip,2,390,72.82
u015921,Lotus,2,90,119.77
u015922,Rose,2,700,16.99
u015923,Lavender,2,650,78.87
u015924,Lavender,1,900,38.79
u015925,Orchid,1,140,78.41
u015926,Orchid,1,540,21.29
u015927,Rose,2,140,97.58
u015928,Rose,2,640,138.13
u015929,Rose,2,660,76.65
u015930,Orchid,1,1000,61.71
u015931,Tulip,1,830,108.86
u015932,Orchid,1,460,148.33
u015933,Rose,1,130,98.13
u015934,Lavender,1,990,103.21
u015935,Tulip,2,880,95.73
u015936,Tulip,1,370,43.59
u015937,Lavender,2,100,133.37
u015938,Rose,2,750,29.16
u015939,Rose,2,220,36.27
u015940,Lavender,2,770,45.77
u015941,Rose,2,260,107.36
u015942,Lavender,2,120,56.04
u015943,Lavender,1,480,52.85
u015944,Lavender,1,800,19.25
u015945,Lavender,1,370,12.13
u015946,Tulip,1,500,20.24
u015947,Tulip,2,840,68.68
u015948,Orchid,1,570,31.98
u015949,Orchid,2,680,88.22
u015950,Lavender,1,290,123.06
u015951,Lotus,2,590,13.14
u015952,Orchid,2,470,79.97
u015953,Rose,1,540,142.03
u015954,Lotus,1,650,92.74
u015955,Orchid,2,910,57.07
u015956,Lotus,2,90,25.13
u015957,Tulip,1,510,60.23
u015958,Orchid,2,250,59.64
u015959,Tulip,2,830,49.62
u015960,Tulip,2,860,83.88
u015961,Tulip,2,510,42.7
u015962,Orchid,1,190,103.18
u015963,Rose,1,260,19.44
u015964,Tulip,1,950,20.44
u015965,Lotus,1,620,140.78
u015966,Lotus,1,760,22.48
u015967,Lotus,2,130,50.13
u015968,Tulip,1,930,17.15
u015969,Lotus,2,820,129.47
u015970,Tulip,1,720,90.62
u015971,Orchid,2,700,53.32
u015972,Lotus,2,990,29.9
u015973,Orchid,1,160,83.27
u015974,Lotus,2,310,144.96
u015975,Lotus,1,900,112.73
u015976,Lavender,1,520,118.22
u015977,Tulip,2,680,111.86
u015978,Orchid,1,200,87.13
u015979,Lotus,1,90,126.01
u015980,Lotus,2,790,109.57
u015981,Lavender,2,250,74.18
u015982,Orchid,2,540,32.88
u015983,Tulip,1,880,45.3
u015984,Rose,1,580,122.19
u015985,Tulip,1,10,110.08
u015986,Rose,2,310,129.83
u015987,Lavender,1,930,108.7
u015988,Lavender,1,710,28.84
u015989,Lotus,2,280,132.55
u015990,Tulip,1,340,93.34
u015991,Rose,1,1000,15.4
u015992,Orchid,1,450,34.51
u015993,Lavender,2,520,132.43
u015994,Lavender,1,580,46.43
u015995,Tulip,1,460,22.23
u015996,Tulip,2,880,21.89
u015997,Orchid,1,40,23.0
u015998,Orchid,2,180,112.21
u015999,Tulip,1,410,14.87
u016000,Lotus,2,30,148.32
u016001,Lotus,2,590,22.8
u016002,Lavender,1,600,73.54
u016003,Lavender,2,660,66.08
u016004,Lavender,2,630,126.35
u016005,Lavender,1,900,52.43
u016006,Orchid,2,250,127.49
u016007,Lavender,1,640,13.9
u016008,Lavender,1,430,71.24
u016009,Tulip,1,640,83.15
u016010,Lotus,1,680,98.54
u016011,Lavender,1,510,41.52
u016012,Lotus,1,730,91.24
u016013,Lavender,1,240,135.21
u016014,Lavender,2,970,66.45
u016015,Tulip,2,960,35.72
u016016,Lotus,2,230,10.65
u016017,Lotus,2,410,67.65
u016018,Lotus,2,840,62.61
u016019,Orchid,1,460,72.16
u016020,Tulip,1,80,143.88
u016021,Orchid,2,320,132.06
u016022,Orchid,2,370,130.02
u016023,Tulip,2,40,141.03
u016024,Lotus,1,350,144.49
u016025,Lavender,1,180,59.05
u016026,Lavender,1,70,127.96
u016027,Lavender,2,540,14.99
u016028,Orchid,2,510,48.29
u016029,Rose,1,160,77.16
u016030,Lotus,1,980,24.12
u016031,Rose,1,390,25.48
u016032,Rose,1,110,70.46
u016033,Tulip,2,460,31.74
u016034,Tulip,1,820,64.88
u016035,Lavender,2,380,30.44
u016036,Tulip,1,550,17.77
u016037,Tulip,2,630,39.05
u016038,Lavender,1,840,96.04
u016039,Rose,1,950,120.27
u016040,Rose,1,670,10.97
u016041,Rose,1,630,19.73
u016042,Tulip,2,380,25.13
u016043,Lotus,1,70,129.46
u016044,Rose,2,780,147.05
u016045,Lavender,1,440,80.98
u016046,Orchid,1,220,122.01
u016047,Tulip,1,860,89.93
u016048,Orchid,1,400,86.99
u016049,Lavender,2,540,67.46
u016050,Lavender,2,190,94.25
u016051,Orchid,2,770,76.98
u016052,Orchid,1,990,112.81
u016053,Lotus,1,560,28.39
u016054,Rose,1,380,98.87
u016055,Tulip,2,790,46.6
u016056,Lavender,1,970,16.41
u016057,Lavender,2,320,132.48
u016058,Lavender,2,200,41.92
u016059,Rose,2,920,58.47
u016060,Rose,1,580,148.18
u016061,Tulip,1,970,25.86
u016062,Rose,2,340,138.09
u016063,Tulip,2,10,109.66
u016064,Tulip,1,300,107.65
u016065,Rose,2,230,12.77
u016066,Tulip,1,790,35.41
u016067,Lotus,2,790,122.73
u016068,Orchid,2,720,36.67
u016069,Tulip,2,340,96.16
u016070,Lotus,2,440,71.54
u016071,Orchid,2,590,83.12
u016072,Lotus,2,210,93.79
u016073,Tulip,2,220,93.07
u016074,Lotus,1,20,49.09
u016075,Tulip,1,240,37.94
u016076,Rose,1,740,73.98
u016077,Tulip,1,240,51.5
u016078,Rose,1,250,138.36
u016079,Rose,2,140,109.4
u016080,Orchid,1,910,126.4
u016081,Lotus,2,640,113.97
u016082,Lotus,2,860,62.35
u016083,Lotus,1,90,114.81
u016084,Rose,2,940,106.5
u016085,Tulip,2,460,51.42
u016086,Tulip,2,960,35.24
u016087,Orchid,2,270,22.72
u016088,Tulip,1,780,37.26
u016089,Orchid,2,270,11.71
u016090,Rose,1,630,66.09
u016091,Orchid,1,360,149.47
u016092,Lavender,1,620,32.52
u016093,Tulip,2,410,91.11
u016094,Tulip,1,820,78.93
u016095,Lavender,2,130,25.44
u016096,Lotus,2,830,19.45
u016097,Lotus,1,250,102.08
u016098,Lavender,1,320,22.35
u016099,Tulip,1,590,16.92
u016100,Tulip,2,230,67.56
u016101,Orchid,1,30,103.03
u016102,Lotus,1,860,115.61
u016103,Lotus,1,350,125.62
u016104,Tulip,2,440,92.44
u016105,Lavender,1,40,117.29
u016106,Tulip,2,850,124.08
u016107,Tulip,1,310,102.49
u016108,Lotus,2,750,18.62
u016109,Rose,1,700,34.29
u016110,Tulip,1,280,108.84
u016111,Lotus,1,960,62.25
u016112,Orchid,1,720,87.74
u016113,Rose,2,420,36.2
u016114,Orchid,2,210,71.55
u016115,Tulip,2,910,82.22
u016116,Tulip,2,130,17.54
u016117,Tulip,2,350,49.44
u016118,Orchid,2,40,107.77
u016119,Lotus,2,690,85.7
u016120,Lotus,2,670,14.23
u016121,Lavender,1,380,58.48
u016122,Lotus,2,90,123.84
u016123,Lavender,1,600,89.23
u016124,Rose,2,170,64.41
u016125,Rose,2,330,108.29
u016126,Lavender,1,440,37.36
u016127,Tulip,2,590,111.34
u016128,Tulip,1,410,44.49
u016129,Orchid,1,170,60.9
u016130,Orchid,2,720,39.01
u016131,Orchid,1,990,16.87
u016132,Lotus,1,70,104.93
u016133,Lotus,1,580,10.63
u016134,Lavender,2,610,101.74
u016135,Tulip,1,560,65.9
u016136,Rose,1,900,94.92
u016137,Lotus,1,460,23.55
u016138,Tulip,1,730,129.17
u016139,Rose,1,900,55.06
u016140,Lavender,1,860,58.83
u016141,Lavender,2,620,116.18
u016142,Tulip,1,900,35.59
u016143,Orchid,2,470,86.87
u016144,Lavender,2,640,11.33
u016145,Lavender,1,810,123.68
u016146,Lotus,2,390,95.2
u016147,Lavender,1,130,72.49
u016148,Tulip,1,670,147.67
u016149,Lavender,1,670,145.89
u016150,Rose,2,570,29.77
u016151,Lavender,1,780,149.13
u016152,Lotus,1,580,56.57
u016153,Tulip,1,120,126.32
u016154,Lavender,1,830,112.51
u016155,Lavender,1,160,29.36
u016156,Tulip,1,50,68.51
u016157,Tulip,2,920,30.67
u016158,Rose,2,590,92.56
u016159,Lotus,1,520,138.43
u016160,Rose,1,800,50.32
u016161,Orchid,1,620,104.37
u016162,Lavender,1,800,62.26
u016163,Orchid,1,330,39.27
u016164,Lotus,1,220,26.17
u016165,Tulip,2,50,89.88
u016166,Lavender,1,530,63.87
u016167,Orchid,1,710,73.47
u016168,Tulip,1,230,51.57
u016169,Lavender,2,920,41.07
u016170,Rose,2,500,94.98
u016171,Rose,1,420,43.45
u016172,Lavender,1,820,99.99
u016173,Orchid,1,830,44.61
u016174,Lotus,1,530,61.68
u016175,Tulip,1,930,77.03
u016176,Lotus,1,680,104.4
u016177,Rose,2,810,21.91
u016178,Rose,1,120,103.23
u016179,Lotus,1,400,122.45
u016180,Lotus,1,980,25.89
u016181,Lavender,1,200,128.47
u016182,Tulip,1,230,11.61
u016183,Rose,1,680,61.42
u016184,Lavender,2,990,98.61
u016185,Lavender,2,760,138.41
u016186,Rose,1,180,52.91
u016187,Tulip,1,390,16.38
u016188,Rose,2,710,60.12
u016189,Rose,2,950,94.17
u016190,Tulip,2,930,103.63
u016191,Orchid,2,900,15.19
u016192,Lotus,2,560,23.5
u016193,Lotus,1,650,134.9
u016194,Lavender,1,110,46.41
u016195,Lavender,1,170,54.51
u016196,Lotus,1,70,144.58
u016197,Rose,1,830,67.43
u016198,Tulip,1,70,127.75
u016199,Orchid,2,280,41.6
u016200,Tulip,2,400,20.05
u016201,Rose,2,980,34.62
u016202,Lotus,1,790,26.49
u016203,Orchid,1,970,138.91
u016204,Lavender,1,930,126.4
u016205,Lotus,2,820,68.06
u016206,Rose,1,900,64.28
u016207,Lavender,1,810,12.38
u016208,Lotus,1,740,87.76
u016209,Rose,2,940,139.51
u016210,Lotus,2,160,44.52
u016211,Lotus,1,150,10.53
u016212,Lavender,1,900,97.96
u016213,Tulip,2,1000,144.59
u016214,Tulip,1,210,41.44
u016215,Tulip,1,710,136.8
u016216,Lotus,1,220,124.04
u016217,Lotus,1,430,48.02
u016218,Tulip,2,710,101.39
u016219,Lotus,2,600,59.16
u016220,Rose,1,460,143.55
u016221,Lavender,2,80,27.17
u016222,Tulip,2,440,14.11
u016223,Rose,2,480,53.69
u016224,Orchid,2,790,35.31
u016225,Tulip,1,940,105.99
u016226,Lotus,1,280,47.0
u016227,Lotus,2,330,90.24
u016228,Rose,1,260,122.0
u016229,Lavender,1,410,86.79
u016230,Lavender,2,330,97.72
u016231,Lavender,2,340,125.32
u016232,Tulip,2,480,18.72
u016233,Rose,1,650,117.75
u016234,Rose,2,790,121.51
u016235,Tulip,1,180,121.29
u016236,Lotus,1,790,125.16
u016237,Lavender,1,240,65.53
u016238,Tulip,1,320,95.37
u016239,Lotus,1,360,142.51
u016240,Rose,2,900,26.26
u016241,Tulip,1,670,65.02
u016242,Orchid,2,590,78.16
u016243,Orchid,1,620,45.75
u016244,Tulip,1,790,101.03
u016245,Orchid,2,110,115.88
u016246,Lotus,1,570,142.39
u016247,Lotus,2,560,112.4
u016248,Lavender,1,1000,75.62
u016249,Lotus,2,360,11.9
u016250,Orchid,1,180,11.39
u016251,Lavender,2,40,114.69
u016252,Lavender,1,730,16.58
u016253,Lotus,1,940,122.03
u016254,Rose,2,810,126.1
u016255,Tulip,1,500,111.35
u016256,Tulip,1,650,63.54
u016257,Orchid,1,600,44.39
u016258,Lavender,1,550,94.48
u016259,Lotus,2,490,41.21
u016260,Orchid,1,170,79.13
u016261,Orchid,2,870,146.74
u016262,Lavender,1,840,69.11
u016263,Rose,1,770,83.59
u016264,Rose,2,330,100.36
u016265,Lavender,2,340,121.71
u016266,Tulip,1,330,110.66
u016267,Tulip,2,540,41.49
u016268,Lotus,2,190,70.81
u016269,Tulip,2,10,93.55
u016270,Lavender,2,480,142.76
u016271,Lavender,1,950,71.62
u016272,Lotus,2,390,146.99
u016273,Orchid,2,500,104.53
u016274,Orchid,1,30,79.69
u016275,Lavender,1,400,128.37
u016276,Lavender,2,870,56.23
u016277,Rose,1,410,31.57
u016278,Lotus,1,670,101.39
u016279,Orchid,1,690,98.1
u016280,Tulip,2,600,133.65
u016281,Orchid,2,890,101.19
u016282,Tulip,2,800,86.86
u016283,Rose,1,190,55.9
u016284,Lavender,1,80,88.21
u016285,Rose,2,370,139.98
u016286,Lavender,1,920,126.29
u016287,Orchid,1,570,55.98
u016288,Lotus,2,710,12.27
u016289,Rose,2,580,53.99
u016290,Rose,1,70,106.59
u016291,Rose,1,60,79.54
u016292,Rose,2,200,109.0
u016293,Rose,1,280,74.43
u016294,Tulip,2,1000,24.37
u016295,Rose,2,510,80.28
u016296,Lavender,1,20,17.1
u016297,Rose,1,610,137.26
u016298,Lotus,1,90,97.4
u016299,Orchid,1,590,77.61
u016300,Rose,1,530,32.24
u016301,Lotus,2,490,95.29
u016302,Lavender,2,120,27.79
u016303,Orchid,1,390,30.49
u016304,Lotus,1,420,52.0
u016305,Lotus,2,680,110.43
u016306,Lotus,2,980,54.96
u016307,Lavender,2,230,141.45
u016308,Orchid,2,110,133.13
u016309,Lotus,2,740,95.76
u016310,Orchid,1,380,30.06
u016311,Lavender,1,60,125.2
u016312,Rose,2,230,105.57
u016313,Lavender,2,650,115.6
u016314,Lavender,1,930,141.8
u016315,Tulip,1,1000,60.73
u016316,Orchid,2,740,44.56
u016317,Lotus,2,390,11.65
u016318,Lotus,2,470,100.62
u016319,Lavender,2,970,66.97
u016320,Lotus,2,980,127.72
u016321,Orchid,2,720,14.06
u016322,Orchid,1,170,67.25
u016323,Lotus,1,80,61.28
u016324,Lavender,2,800,62.64
u016325,Tulip,1,650,137.61
u016326,Lotus,2,390,67.22
u016327,Lotus,1,440,148.49
u016328,Rose,2,280,123.03
u016329,Lotus,1,90,53.98
u016330,Lavender,1,300,122.26
u016331,Lotus,1,840,86.99
u016332,Orchid,2,250,130.3
u016333,Rose,2,320,133.19
u016334,Orchid,2,940,95.74
u016335,Lavender,1,870,130.89
u016336,Tulip,2,650,105.97
u016337,Tulip,2,660,46.44
u016338,Tulip,2,640,108.26
u016339,Rose,1,1000,92.28
u016340,Tulip,1,510,133.43
u016341,Lavender,2,460,123.96
u016342,Orchid,1,810,124.09
u016343,Lavender,2,780,81.63
u016344,Lavender,2,300,72.07
u016345,Lotus,1,790,97.29
u016346,Tulip,1,190,83.76
u016347,Lotus,1,70,22.54
u016348,Orchid,2,890,57.03
u016349,Lavender,2,600,15.21
u016350,Lavender,1,70,131.91
u016351,Lotus,1,300,39.14
u016352,Rose,1,500,36.84
u016353,Orchid,1,460,91.8
u016354,Lotus,2,230,133.52
u016355,Lotus,2,500,91.06
u016356,Orchid,1,450,102.05
u016357,Tulip,1,80,120.44
u016358,Tulip,1,580,59.52
u016359,Lotus,2,70,119.11
u016360,Lavender,2,740,113.72
u016361,Rose,1,880,40.69
u016362,Lavender,1,30,39.04
u016363,Orchid,1,140,54.85
u016364,Orchid,2,440,54.54
u016365,Tulip,1,380,71.29
u016366,Orchid,2,500,23.21
u016367,Tulip,1,500,65.07
u016368,Orchid,2,390,100.83
u016369,Orchid,1,530,25.28
u016370,Lavender,2,970,28.87
u016371,Rose,1,740,65.17
u016372,Rose,2,290,51.91
u016373,Lotus,1,330,41.37
u016374,Rose,2,860,13.69
u016375,Orchid,1,110,138.86
u016376,Orchid,2,660,70.12
u016377,Lavender,1,80,93.12
u016378,Lavender,2,220,76.19
u016379,Tulip,2,900,106.43
u016380,Rose,2,920,129.46
u016381,Rose,2,800,30.85
u016382,Tulip,1,510,15.86
u016383,Orchid,1,870,116.85
u016384,Lavender,1,120,111.71
u016385,Rose,1,860,89.64
u016386,Tulip,1,870,135.48
u016387,Rose,1,10,105.64
u016388,Lavender,1,170,23.08
u016389,Lavender,1,250,134.22
u016390,Tulip,2,520,27.57
u016391,Lavender,2,910,78.46
u016392,Lavender,2,570,60.71
u016393,Lavender,2,930,81.87
u016394,Orchid,2,600,43.74
u016395,Lotus,2,60,19.56
u016396,Lavender,2,530,124.96
u016397,Rose,2,530,78.11
u016398,Tulip,1,840,17.76
u016399,Lotus,1,990,27.33
u016400,Lotus,2,560,132.77
u016401,Lavender,1,200,125.02
u016402,Rose,2,350,31.65
u016403,Lavender,1,420,136.51
u016404,Tulip,2,450,95.87
u016405,Lotus,1,660,120.02
u016406,Rose,2,750,142.52
u016407,Rose,1,200,27.64
u016408,Rose,2,870,110.93
u016409,Lotus,1,380,127.96
u016410,Lavender,1,800,88.97
u016411,Rose,1,220,144.37
u016412,Orchid,2,770,107.53
u016413,Tulip,1,200,42.24
u016414,Lavender,2,480,147.12
u016415,Orchid,1,960,95.4
u016416,Lotus,1,920,84.66
u016417,Lavender,2,540,133.74
u016418,Orchid,1,440,68.4
u016419,Rose,2,920,119.9
u016420,Orchid,2,730,146.83
u016421,Tulip,2,470,142.51
u016422,Orchid,1,730,105.95
u016423,Lotus,1,590,78.3
u016424,Orchid,2,530,60.67
u016425,Rose,2,520,106.64
u016426,Rose,2,270,137.48
u016427,Lotus,2,50,36.46
u016428,Rose,2,160,85.74
u016429,Lotus,2,870,24.77
u016430,Lavender,2,750,130.48
u016431,Tulip,2,880,68.81
u016432,Tulip,1,600,135.03
u016433,Lavender,1,650,104.36
u016434,Orchid,1,80,126.87
u016435,Lotus,2,320,48.27
u016436,Lotus,2,950,124.21
u016437,Lotus,1,800,94.49
u016438,Lavender,1,820,139.79
u016439,Tulip,2,50,62.74
u016440,Tulip,2,690,18.74
u016441,Lotus,1,250,118.34
u016442,Tulip,2,100,52.13
u016443,Rose,2,900,40.32
u016444,Rose,1,180,30.97
u016445,Lavender,2,310,83.33
u016446,Lavender,1,960,19.3
u016447,Lotus,1,300,45.91
u016448,Rose,1,450,128.67
u016449,Tulip,1,30,113.18
u016450,Lavender,2,320,53.24
u016451,Orchid,1,670,16.95
u016452,Orchid,1,510,67.08
u016453,Tulip,2,700,126.3
u016454,Orchid,2,200,124.99
u016455,Tulip,1,960,72.46
u016456,Tulip,1,410,14.3
u016457,Tulip,1,870,147.44
u016458,Orchid,2,10,47.42
u016459,Lavender,1,480,48.28
u016460,Rose,2,520,11.01
u016461,Orchid,1,70,149.23
u016462,Lotus,2,90,118.93
u016463,Lotus,1,950,68.74
u016464,Lavender,1,240,144.36
u016465,Orchid,1,840,33.93
u016466,Orchid,2,280,66.68
u016467,Tulip,1,940,142.14
u016468,Rose,2,890,12.57
u016469,Lotus,2,600,16.38
u016470,Orchid,1,590,132.18
u016471,Lavender,1,470,139.56
u016472,Lavender,2,110,95.89
u016473,Orchid,2,280,33.68
u016474,Lotus,1,50,47.17
u016475,Lavender,1,970,16.07
u016476,Tulip,1,770,65.11
u016477,Lotus,2,730,12.52
u016478,Lavender,1,210,106.26
u016479,Rose,2,370,104.46
u016480,Lavender,2,150,100.25
u016481,Orchid,1,400,66.59
u016482,Tulip,2,270,83.15
u016483,Lavender,1,780,109.61
u016484,Orchid,2,660,115.54
u016485,Lotus,2,860,137.87
u016486,Orchid,2,210,112.8
u016487,Lotus,2,230,102.73
u016488,Lotus,1,90,37.92
u016489,Orchid,1,930,133.57
u016490,Orchid,1,900,73.58
u016491,Rose,2,870,107.51
u016492,Lotus,2,850,80.77
u016493,Lavender,1,620,22.33
u016494,Lavender,1,520,99.91
u016495,Rose,2,990,46.35
u016496,Lavender,1,610,123.8
u016497,Orchid,1,810,26.65
u016498,Rose,1,570,145.61
u016499,Orchid,2,630,50.29
u016500,Lavender,1,590,18.76
u016501,Orchid,1,660,35.02
u016502,Lotus,1,130,125.45
u016503,Lavender,1,510,83.57
u016504,Tulip,2,960,90.11
u016505,Orchid,2,810,44.13
u016506,Lavender,1,890,20.85
u016507,Lotus,1,960,87.96
u016508,Lavender,2,390,86.66
u016509,Lavender,2,670,39.54
u016510,Lotus,2,170,99.51
u016511,Orchid,2,440,84.42
u016512,Lavender,1,730,19.26
u016513,Lavender,2,920,58.6
u016514,Rose,1,360,65.15
u016515,Tulip,2,190,62.91
u016516,Lavender,2,370,118.09
u016517,Lotus,1,630,13.98
u016518,Tulip,2,480,13.02
u016519,Rose,1,560,111.15
u016520,Lotus,1,710,42.4
u016521,Lotus,1,240,70.57
u016522,Tulip,2,780,99.71
u016523,Tulip,1,20,142.12
u016524,Lotus,2,540,34.96
u016525,Orchid,1,730,73.55
u016526,Lavender,2,740,104.38
u016527,Tulip,1,410,56.0
u016528,Rose,2,940,60.01
u016529,Orchid,2,970,77.42
u016530,Lotus,1,260,21.2
u016531,Lotus,1,290,149.22
u016532,Lavender,2,580,66.22
u016533,Lavender,2,70,138.9
u016534,Rose,2,140,109.96
u016535,Tulip,2,470,90.1
u016536,Lotus,1,340,130.4
u016537,Lotus,2,580,74.25
u016538,Lavender,1,140,124.56
u016539,Rose,1,710,53.52
u016540,Orchid,2,790,124.86
u016541,Rose,1,100,39.78
u016542,Lavender,2,1000,26.94
u016543,Lotus,1,150,59.5
u016544,Tulip,1,860,69.13
u016545,Orchid,1,370,125.64
u016546,Lotus,2,30,37.74
u016547,Orchid,1,880,52.82
u016548,Lotus,1,930,97.05
u016549,Lavender,2,580,32.1
u016550,Lavender,1,890,105.6
u016551,Tulip,2,930,98.27
u016552,Tulip,1,760,22.73
u016553,Orchid,1,1000,128.76
u016554,Rose,2,890,43.5
u016555,Orchid,1,380,10.02
u016556,Lotus,1,660,67.81
u016557,Lavender,2,790,97.97
u016558,Lavender,2,390,140.4
u016559,Lavender,2,700,144.07
u016560,Rose,2,610,36.74
u016561,Orchid,1,510,13.08
u016562,Orchid,2,750,37.75
u016563,Lavender,2,530,83.58
u016564,Orchid,2,130,31.68
u016565,Lotus,1,80,47.45
u016566,Lavender,2,530,138.16
u016567,Rose,1,650,149.92
u016568,Lavender,1,910,84.05
u016569,Lavender,1,760,107.52
u016570,Orchid,1,800,34.87
u016571,Tulip,1,310,69.26
u016572,Orchid,1,120,64.98
u016573,Tulip,1,670,65.39
u016574,Rose,1,640,10.39
u016575,Tulip,1,650,13.89
u016576,Tulip,1,790,47.4
u016577,Rose,2,500,147.56
u016578,Tulip,1,580,50.6
u016579,Orchid,1,610,115.92
u016580,Orchid,1,470,26.06
u016581,Tulip,1,760,148.65
u016582,Lavender,2,190,31.43
u016583,Tulip,1,740,143.41
u016584,Tulip,2,340,101.16
u016585,Orchid,2,570,110.81
u016586,Lotus,1,770,120.26
u016587,Lotus,1,690,93.66
u016588,Lotus,1,100,42.93
u016589,Lotus,2,900,115.49
u016590,Lotus,1,190,37.52
u016591,Rose,2,370,128.09
u016592,Rose,1,170,57.13
u016593,Orchid,1,880,89.15
u016594,Orchid,1,40,99.65
